0.394751,1022802733.137821
0.397627,1508236232.079126
0.400514,2369760254.358579
0.403411,2355832639.690120
0.406318,2358829612.763876
0.409236,2347052279.299538
0.412164,2310635370.932138
0.415103,2073395951.368207
0.418052,1807976641.066095
0.421012,1956978764.741944
0.423982,2227476089.459005
0.426962,2303722017.582349
0.429953,1728477189.065608
0.432955,1934362180.598344
0.435967,1883489070.137484
0.438989,2004544416.287893
0.442022,1804084626.228738
0.445065,1738747670.683898
0.448119,1973766708.504915
0.451183,1930011295.454037
0.454257,1962294686.294863
0.457342,2070480553.874541
0.460437,2380242721.727109
0.463543,1891503444.438202
0.466659,2025843466.422536
0.469786,2135504426.480601
0.472923,2173947205.253723
0.476071,2328399959.206053
0.479229,2180666943.328080
0.482397,2180287783.772693
0.485576,2172523667.631473
0.488766,2118789669.835507
0.491965,2172437418.356616
0.495175,2209886582.808398
0.498396,2649965962.565247
0.501627,2217434097.011391
0.504869,2341920102.776731
0.508121,2387974864.043794
0.511383,2448132596.858685
0.514656,2353629608.643651
0.517939,2212636583.225554
0.521233,2290603775.945103
0.524537,2253169772.519011
0.527852,2458647505.766387
0.531177,2248460929.893262
0.534512,2202121359.592584
0.537858,2404667896.767840
0.541215,2498079463.966656
0.544581,2465348993.275327
0.547959,2520327925.144542
0.551346,2485419472.786030
0.554744,2750802227.118678
0.558153,1730071396.763592
0.561572,2323008738.541278
0.565001,2713163223.061583
0.568441,1767827775.244086
0.571892,1982017771.233808
0.575352,1797332569.131973
0.578824,2462360246.149461
0.582305,1936106781.486279
0.585797,1766103795.821894
0.589300,2119052304.399557
0.592813,2234225964.871687
0.596336,2174841875.680635
0.599870,2233783824.569103
0.603414,2278572869.417482
0.606969,2540046625.657775
0.610534,2643521189.766504
0.614110,2660447892.752337
0.617696,2713300695.331732
0.621292,2862722505.023416
0.624899,2566290497.342239
0.628517,2733131275.598879
0.632144,2742003547.256121
0.635783,2688954279.452844
0.639431,2348124353.012683
0.643090,2565039651.306625
0.646760,2560953116.951273
0.650440,2848908137.763373
0.654130,2558153381.214683
0.657831,2606483162.651034
0.661543,2907706515.801527
0.665264,2861167321.197067
0.668997,3199856985.053591
0.672739,3059665748.923609
0.676492,3073594037.542004
0.680256,3043754899.681961
0.684030,3156200407.054434
0.687814,3112332181.511395
0.691609,2832452361.936970
0.695414,2853499843.253982
0.699230,2886231694.195739
0.703056,2548373168.656927
0.706893,3059330166.912084
0.710740,2474517015.055968
0.714597,2223228327.585593
0.718465,2515330255.325051
0.722343,2215818139.169425
0.726232,2168599698.317070
0.730131,2610623655.083323
0.734041,2603161272.386162
0.737961,2302606887.734642
0.741892,2802017845.955745
0.745833,2456331698.314756
0.749784,2578659727.908450
0.753746,2322345186.742057
0.757718,2685864103.471001
0.761701,2531865858.610815
0.765694,2616931159.349012
0.769698,2428219771.063331
0.773712,2316082031.802480
0.777737,2451634511.666885
0.781771,2468588089.350340
0.785817,2509650678.902797
0.789873,2548088728.319407
0.793939,2763020460.741694
0.798016,2449576723.206542
0.802103,2615285182.481387
0.806200,2174336517.754839
0.810308,2365159998.429637
0.814427,2075387060.615476
0.818556,2442355228.004420
0.822695,1959935156.871049
0.826845,1930950465.243337
0.831005,1931758016.600616
0.835176,1935377991.250740
0.839357,1933829276.002164
0.843548,2037847160.949486
0.847750,1735536200.330271
0.851963,2211339967.968998
0.856186,2250386888.423625
0.860419,2242994155.993012
0.864663,2054793757.077937
0.868917,2251327708.464558
0.873182,2874763906.382893
0.877457,2314993246.548381
0.881742,2325350282.264456
0.886038,2599985057.014583
0.890344,2130871781.252062
0.894661,2192848108.822870
0.898989,1983059679.042484
0.903326,2196748926.679308
0.907674,2477854849.038928
0.912033,2461146239.006052
0.916402,2473197331.517250
0.920781,2443167660.131975
0.925171,2343705378.050433
0.929572,2363068111.237502
0.933982,2556342833.986403
0.938404,2401076734.382416
0.942835,2495715202.498480
0.947277,2366884487.713600
0.951730,2344192008.939033
0.956193,2363282162.677201
0.960666,3045366034.700029
0.965150,2471498436.086113
0.969645,2955867368.349957
0.974149,2531771699.721504
0.978664,2790875697.992184
0.983190,2786175632.740624
0.987726,2862214118.440500
0.992273,2965034840.124156
0.996830,2541473901.686630
1.001397,2858471192.853153
1.005975,2870779019.374232
1.010563,2557431052.157684
1.015162,2395374753.897295
1.019771,2541610874.395900
1.024390,2365063446.918873
1.029020,2445583762.418650
1.033661,2432071160.787987
1.038312,2561757624.135979
1.042973,2400186691.075757
1.047645,2487453760.508172
1.052327,2487350129.776857
1.057020,2334114995.963756
1.061723,2564581278.456220
1.066436,2930281306.770035
1.071160,2801123623.311494
1.075895,2785027877.197927
1.080640,2723196723.670244
1.085395,2715989490.987560
1.090161,2799614322.929715
1.094937,2740616119.514989
1.099723,2719918671.295401
1.104521,2822990525.130442
1.109328,2624215342.197336
1.114146,2760374219.038859
1.118974,2402405516.116107
1.123813,2689799772.033932
1.128662,2669882463.638158
1.133522,2629904289.678071
1.138392,2739263132.810322
1.143273,2164100023.046737
1.148164,2409704218.208745
1.153065,2388996755.352633
1.157977,2171045675.076466
1.162899,2144964515.200976
1.167832,2326208824.510524
1.172775,2268220243.888737
1.177729,2647669364.379816
1.182693,2131278618.973461
1.187668,2199633008.802437
1.192653,2134538261.298989
1.197648,2054035647.609141
1.202654,2081441555.979084
1.207670,1983817788.855135
1.212697,2062286938.758967
1.217734,2241116174.021112
1.222782,1969969582.244754
1.227840,2025527662.474263
